,Anime Word Count,Manga Word Count,Referent,Link,Detail,Sentiment
22,1,0,46,https://www.animenewsnetwork.com/news/,"Luminous Witches Anime's Video Reveals July Premiere :    Mar 26, 16:10 1 comment                 anime    Anime was previously slated to premiere in 2021 ― Kadokawa unveiled a new promotional video for the Renmei Kūgun Kōkū Mahō Ongakutai Luminous Witches (Allied Air Force Magical Idols Luminous Witches) television anime series during its stage event at the AnimeJapan 2022 event on Saturday. The video reveals the anime's July premiere date. The anime's production committee delayed the anime's premiere da...",positive
23,1,0,46,https://www.animenewsnetwork.com/news/,"KanColle Anime Season 2's Teaser Reveals Staff, 8 Episode Run in November :    Mar 26, 14:47 5 comments                 anime    Uzaki-chan Wants to Hang Out!'s Kazuya Miura directs anime at ENGI ― Kadokawa revealed a new teaser trailer, visual, cast, staff, and the November premiere for the second season of the KanColle anime during its AnimeJapan 2022 panel for the anime on Saturday. The anime is titled KanColle: Itsuka Ano Umi de (KanColle: Someday in that Sea) (ANN will update this article with the teaser trailer once it i...",positive
24,1,0,46,https://www.animenewsnetwork.com/news/,"Dr. Stone: Ryusui Anime Special Premieres in July :    Mar 26, 13:55                 anime     ― Slow Curve's stage event for Dr. Stone at the AnimeJapan 2022 event revealed that the Dr. Stone: Ryusui anime special will air on Tokyo MX and BS11 in July. The special will be set after the second season, and will center on Ryusui. Shueisha's Weekly Shonen Jump magazine previously revealed earlier this month that Boichi and Riichirou Inagaki's Dr. Stone manga will have a special new chapter aroun...",positive
25,1,0,46,https://www.animenewsnetwork.com/news/,"Orient Anime Casts Yōko Hikasa, Reveals New Visual for 2nd Part :    Mar 26, 13:06 1 comment                 anime    Hikasa joins cast as Kuroko Usami ― The AnimeJapan 2022 event revealed one more cast member and a visual on Saturday for the second cours (quarter of a year) of the television anime of Shinobu Ohtaka's Orient manga. The new anime will cover the ""Awajishima Gekitō-hen"" (Fierce Battle at Awaji Island Arc) of the original manga. Yōko Hikasa is joining the cast as Kuroko Usami. The second cours will prem...",positive
26,1,0,46,https://www.animenewsnetwork.com/news/,"Yu-Gi-Oh! Go Rush!! Anime Casts Natsuki Hanae, Ai Fairouz :    Mar 26, 11:35 5 comments                 anime    New anime premieres on April 3 ― The official website for Yu-Gi-Oh! Go Rush!!, the eighth main anime series in the Yu-Gi-Oh! franchise, revealed two new cast members for the anime on Saturday. The new cast members include: Natsuki Hanae as Manabu Sōgetsu Ai Fairouz as Nyandestar The anime will premiere on the TV Tokyo channel on Sunday, April 3 at 7:30 a.m. (Saturday, April 2 at 6:30 p.m. EDT), and i...",positive
27,1,0,46,https://www.animenewsnetwork.com/news/,"Black Summoner Anime Reveals Teaser Video, More Cast, July Premiere :    Mar 26, 10:45 1 comment                 anime    Randhi, Yousuke Akimoto, Minori Suzuki join cast ― The staff of the television anime adaptation of Doufu Mayoi and Kurogin's Black Summoner (Kuro no Shōkanshi) light novel series announced three more cast members and a July premiere for the show on Saturday. Overlap is also streaming a teaser video. The new cast includes Randhi as Clotho Yousuke Akimoto as Geral Minori Suzuki as Sera The anime stars:...",positive
28,1,0,46,https://www.animenewsnetwork.com/news/,"Aniplex Reveals A-1 Pictures' Engage Kiss Romantic Comedy Anime With Teaser :    Mar 26, 10:40 8 comments                 anime    Sōma Saitō, Saya Aizawa, Lynn star in story set in artificial island city ― Aniplex revealed on Saturday that its recently announced ""Project Engage"" anime is a romantic comedy television anime titled Engage Kiss, and will premiere in July. A-1 Pictures will animate the series. The anime is set in Baylong City, an artificial island city established in the Pacific Ocean to exploit local natural resour...",negative
29,1,0,46,https://www.animenewsnetwork.com/news/,"'Is It Wrong to Try to Pick Up Girls in a Dungeon?' Season 4 Anime Premieres This Summer :    Mar 26, 09:53 16 comments                 anime     ― Warner Bros. Japan announced on Saturday that the fourth anime season based on Fujino Ōmori and Suzuhito Yasuda's Is It Wrong to Try to Pick Up Girls in a Dungeon? light novel series will premiere this summer. The returning staff includes director Hideki Tachibana, series script supervisor Hideki Shirane, character designer Shigeki Kimoto, sound director Jin Aketagawa, musical composer Keiji Inai,...",negative
30,2,0,46,https://www.animenewsnetwork.com/news/,"Starmyu Anime Staff Reunite for Opus Colors 2023 TV Anime :    Mar 26, 09:44 2 comments                 anime    Original anime centers on childhood friends in world of ""perception art"" ― Universal Japan revealed at its AnimeJapan 2022 booth on Saturday that it is producing a new original television anime titled Opus Colors that will premiere in 2023. The anime centers on the relationship between an ""artist"" and a ""grader,"" in a new field of art known as ""perception art."" Kazuya Yamanashi is the son of a couple...",positive
31,1,0,46,https://www.animenewsnetwork.com/news/,"Legend of Mana: The Teardrop Crystal Anime Reveals TV Format, 2022 Debut :    Mar 26, 09:34 6 comments                 anime     ―  Warner Bros. Japan's booth at the AnimeJapan 2022 event revealed on Saturday that Legend of Mana: The Teardrop Crystal (Seiken Densetsu Legend of Mana: The Teardrop Crystal in Japanese), the anime adaptation of Square Enix's Legend of Mana game, will be a television anime that will premiere this year. The anime will also stream online. Graphinica and Yokohama Animation Lab will produce the anime....",negative
32,1,0,46,https://www.animenewsnetwork.com/news/,"Key's Prima Doll Anime Premieres in July :    Mar 26, 09:19 1 comment                 anime     ― Universal Japan's booth at the AnimeJapan 2022 event revealed on Saturday that the television anime for Visual Arts/Key's mixed media project Prima Doll will premiere in July. The anime's cast includes Azumi Waki as Haizakura, Tomori Kusunoki as Karasuba, Miyu Tomita as Gekka, Yuki Nakashima as Hо̄kiboshi, and Akari Kitō as Retzel. Tensho (Azur Lane, Rewrite) is directing the anime at Bibury Anima...",neutral
33,1,0,46,https://www.animenewsnetwork.com/news/,"Shaft Animates New RWBY TV Anime RWBY: Ice Queendom :    Mar 26, 08:51 49 comments                 anime    Lagrange's Toshimasa Suzuki, Gen Urobuchi, Tow Ubukata, huke collaborate with manga planned; English, Japanese casts reportedly return ― Rooster Teeth announced on Friday that Shaft is producing a television anime series based on Rooster Teeth's RWBY franchise titled RWBY: Ice Queendom (RWBY: Hyōsetsu Teikoku) that will premiere this year. Crunchyroll briefly reported that it would stream the anime w...",positive
34,1,0,46,https://www.animenewsnetwork.com/news/,"Ringo Sheena Performs Ending Theme Song for Ojarumaru Anime's 25th Series :    Mar 26, 02:03                 anime    Anime premieres on April 4 ― NHK announced on Friday that Ringo Sheena will perform the ending theme song ""Ito Okashi"" for the 25th series of the Ojarumaru (Prince Mackaroo) anime. The show's 25th series will premiere on April 4. Starting in April, the show will air on Mondays through Thursdays from 6:40-6:50 a.m. and 5:00-5:10 p.m. The show normally aired on Wednesdays through Fridays from 6:00-6:10...",positive
35,1,0,46,https://www.animenewsnetwork.com/news/,"Teasing Master Takagi-san Anime Film's Trailer Reveals, Previews Theme Song :    Mar 26, 01:49 1 comment                 anime    Yuiko Ōhara performs theme song for film opening on June 10 ― The official website for the anime based on Sōichirō Yamamoto's Teasing Master Takagi-san (Karakai Jōzu no Takagi-san) manga began streaming on Saturday a teaser trailer for Gekijōban Karakai Jōzu no Takagi-san, the franchise's upcoming anime film. The teaser reveals and previews the theme song ""Hajimari no Natsu"" (The Beginning of Summer)...",neutral
36,1,0,46,https://www.animenewsnetwork.com/news/,"Lycoris Recoil Anime Reveals Promo Video, Visual, Cast, July Premiere :    Mar 25, 23:58 3 comments                 anime    Ami Koshimizu, Misaki Kuno, Kosuke Sakaki join cast of Shingo Adachi's directorial debut anime ― The official website and Twitter account for Shingo Adachi's (Sword Art Online, Wagnaria!!) original television anime Lycoris Recoil revealed on Saturday a teaser promotional video, visual, cast, and July premiere. ✧┈┈┈┈ 　ティザーPV 　新キャラクター&キャスト公開 　　　　　　　　　　　┈┈┈┈✦ 喫茶 #リコリコ で働く5人のメンバーを紹介🎉 錦木千束：#安済知佳 井ノ上たきな：#若...",positive
37,1,0,46,https://www.animenewsnetwork.com/news/,"Bakugan: Evolutions Anime Reveals New Cast, Theme Songs, April 1 Japanese Premiere :    Mar 25, 22:36                 anime    Series premiered in Canada on February 6 ― Corus Entertainment's Nelvana, Spin Master, and TMS Entertainment announced on Friday that the Bakugan: Evolutions anime will premiere in Japan on April 1. The companies also revealed new cast members and theme songs. The newly announced cast includes: Rei Mochizuki as Athena Monde Taku Yashiro as Blitz Fox, Athena's partner Bakugan Rie Takahashi and Shunsuk...",positive
38,1,0,46,https://www.animenewsnetwork.com/news/,"Science SARU's Yurei Deco TV Anime Introduces Story in Teaser :    Mar 25, 19:06 4 comments                 anime    Girl & hacker unravel mysterious phenomenon undermining a cyber society ― The official Twitter account for Science SARU's upcoming television anime Yurei Deco (also written as You0 DECO — the number zero is pronounced ""rei"" in Japanese) posted a new teaser promotional video and visual on Friday. The video introduces the anime's story and characters. The story is set in Tom Sawyer Island, an ""data met...",positive
39,2,0,46,https://www.animenewsnetwork.com/news/,"Technoroid Overmind Anime Posts Teaser :    Mar 25, 18:10                 anime    Anime by Noriyasu Agematsu, RUCCA, Elements Garden premieres in July ― The official website for Technoroid Overmind — the television anime portion of Noriyasu Agematsu, RUCCA, and Elements Garden's Technoroid multimedia project — began streaming a teaser promotional video for the anime on Friday. Ka Hee Im (episode director on Aikatsu Stars!, Aikatsu Friends!, Sonny Boy, Yashahime: Princess Half-Demo...",neutral
40,1,0,46,https://www.animenewsnetwork.com/news/,"Rakudai Majo Anime Film Reveals Staff, Spring 2023 Opening :    Mar 25, 17:58 2 comments                 anime    The Beast Player Erin's Takayuki Hamana directs film at Production I.G ― The official website for the theatrical anime of Satoko Narita's Rakudai Majo (Failure Witch) children's book series unveiled a visual, staff, and the spring 2023 opening date for the film on Friday. Takayuki Hamana (The Beast Player Erin, Magical Girl Lyrical Nanoha Reflection, The Seven Deadly Sins: Cursed by Light) is directi...",positive
41,2,0,46,https://www.animenewsnetwork.com/news/,"Kadokawa Unveils Original Romantic Comedy TV Anime Renai Flops :    Mar 25, 17:41 5 comments                 anime    Anime stars Ryota Ohsaka, Miku Ito, Ayana Taketatsu, Rie Takahashi, Hisako Kanemoto, Marika Kōno ― Kadokawa unveiled a new original television anime titled Renai Flops (Love Flops) on Friday, with a premiere slated for later this year. The announcement did not reveal staff members or an animation studio for the project. The anime centers on Asahi Kashiwagi, a student who one morning runs into a serie...",positive
42,1,0,46,https://www.animenewsnetwork.com/news/,"Isekai Meikyū de Harem o Anime Reveals Cast, Staff, July Debut :    Mar 25, 10:46 14 comments                 anime    Taku Yashiro, Shiori Mikami star in anime by Nisekoi's Naoyuki Tatsuwa, Passione ― The official website for the television anime of Shachi Sogano's Isekai Meikyū de Harem o (A Harem in an Alternate World Dungeon) light novel series unveiled the visual, staff, cast, and July premiere date for the anime on Friday. The cast includes: Taku Yashiro as Michio Kaga Shiori Mikami as Roxanne Naoyuki Tatsuwa (...",positive
43,1,0,46,https://www.animenewsnetwork.com/news/,"Onipan! Anime About Demon Girls Reveals April 11 Premiere in Video :    Mar 25, 08:24 4 comments                 anime    Sentai Filmworks to stream anime on HIDIVE ― The official website for the original television anime Onipan! began streaming the official main promotional video for the anime on Friday. The video reveals the anime's April 11 premiere date. The anime will air within TV Tokyo's Oha-Suta (""Good Morning Star"") program. Set in a world where Japanese oni (demons) and humans coexist, ""the story of love, frie...",positive
44,1,0,46,https://www.animenewsnetwork.com/news/,"Kengan Ashura Anime Gets Sequel :    Mar 25, 07:29 14 comments                 anime    Netflix to distribute sequel worldwide ― The official Twitter account for the anime adaptation of Yabako Sandrovich's Kengan Ashura manga announced on Thursday that the anime is getting a sequel. Netflix will distribute the sequel worldwide. The sequel will feature the finals of the Kengan Annihilation Tournament and the conclusion of the original story. The anime premiered on Netflix globally in Jul...",positive
45,1,0,46,https://www.animenewsnetwork.com/news/,"Shaman King's Hiroyuki Takei Designs Historical Period Anime Bucchigire! :    Mar 25, 07:24 4 comments                 anime    Grimoire of Zero's Tetsuo Hirakawa helms Twin Engine's 1st original TV anime for July debut ― Twin Engine opened a website on Thursday to announce its first original television anime Bucchigire!: The story is set in the era when samurai rule Japan. However, the Shinsengumi police force has been all but wiped out by an unknown foe, save one survivor. Seven criminals have been chosen as substitutes for...",positive
46,1,0,46,https://www.animenewsnetwork.com/news/,"Pompo: The Cinéphile Anime Film Streams English-subtitled 'Meister' Teaser Trailer :    Mar 25, 00:00 1 comment                 anime    Film begins screening in U.S. on April 29 with fan preview on April 27-28 ― GKIDS began streaming on Thursday a new teaser trailer for the anime film of Shogo Sugitani's Pompo: The Cinéphile (Eiga Daisuki Pompo-san) manga. GKIDS will begin screening the film in the U.S. on April 29 in select theaters with a special fan preview screening on April 27-28. The movie will screen in Japanese with English s...",positive
47,1,0,46,https://www.animenewsnetwork.com/news/,"HIDIVE Streams The Executioner and Her Way of Life Anime on April 1 :    Mar 24, 23:30 5 comments                 anime    HIDIVE announced on Thursday that it will begin streaming the television anime of Mato Sato and Nilitsu's The Executioner and Her Way of Life (Shokei Shōjo no Virgin Road) light novel series on April 1 at 12:30 p.m. EDT. The anime will premiere on the Tokyo MX and BS11 channels on Friday, April 1 at 24:30 (effectively, Saturday, April 2 at 12:30 a.m.), and it will also run on the AT-X channel. Sen...",positive
48,1,0,46,https://www.animenewsnetwork.com/news/,"1st Touken Ranbu: Hanamaru ~Setsugetsuka~ Anime Film Previews Action Scenes, Opening Song in Trailer :    Mar 24, 21:32                 anime    Film opens on May 20, followed by next 2 films on July 8, September 1 ― The official website for the Toku Touken Ranbu: Hanamaru ~Setsugetsuka~ film trilogy posted the full trailer and poster visual for the first film on Thursday. The trailer previews the action scenes, set to the opening theme song ""Hanamaru-Tayori no Mau Koro ni."" The first film ""Yuki no Maki"" (Snow Story) will open on May 20. The ...",positive
49,1,0,46,https://www.animenewsnetwork.com/news/,"Odd Taxi Anime Film's New Video Previews Characters' Testimonies, New Epilogue :    Mar 24, 17:35 2 comments                 anime    Film takes us back to night of October 4, followed by epilogue after TV anime's story ― The staff for Eiga Odd Taxi: In the Woods, the film project of the original anime Odd Taxi, began streaming a new promotional video on Thursday. The video takes the form of a police investigation report in which the characters give their testimonies on what happened on the ""fateful"" night of October 4. The video a...",positive
50,1,0,46,https://www.animenewsnetwork.com/news/,"Aniplus Asia Airs Simulcast of Trapped in a Dating Sim Anime :    Mar 24, 16:30                 anime         Simulcast premieres on April 3 ― Aniplus Asia announced on Thursday that it will air a simulcast of the television anime adaptation of Yomu Mishima's Trapped in a Dating Sim: The World of Otome Games is Tough for Mobs (Otome Game Sekai wa Mob ni Kibishii Sekai Desu) light novel series. The simulcast will premiere on April 3. The anime will premiere in Japan on the AT-X and Tokyo MX channel on April 3...",negative
51,1,0,46,https://www.animenewsnetwork.com/news/,"Zannen na Ikimono no Jiten Anime Film's Trailer Reveals More Cast, July 8 Opening :    Mar 24, 12:48 1 comment                 anime    Natsuki Hanae, Maaya Uchida, Hiro Shimono, Tsuyoshi Muro, Sairi Itō join cast ― The official website for the new film of Fanworks' anime adaptation of the Zannen na Ikimono Jiten (Humorous & Adorable Evolutionary Creatures or literally, Encyclopedia of Pitiful Creatures) book series unveiled a new trailer, poster visual, more cast members, and the film's July 8 opening date on Thursday. The new cast ...",positive
52,2,0,46,https://www.animenewsnetwork.com/news/,"My Wife is the Student Council President's Hiroyuki Furukawa Helms 'Comet Freyline' TV Anime Short :    Mar 24, 11:13 2 comments                 anime    VTubers star in isekai idol anime short ― BS Fuji revealed a new short anime project titled ""Comet Freyline: Prologue"" (""Suisei no Freyline ~Prologue~"") on Thursday. The anime's title uses the spelling ""Freyline"" in the site's URL, but the Japanese pronunciation is the common pronunciation for the German word ""Fräulein"" (Miss or unmarried woman). The 10-minute anime will premiere on BS Fuji's Anime G...",negative
53,1,0,46,https://www.animenewsnetwork.com/news/,"Baki Hanma Anime Gets 2nd Season :    Mar 24, 09:50 12 comments                 anime    New anime centers on Baki's fight with Pickle ― Netflix announced on Thursday that Baki Hanma, the anime adaptation of Keisuke Itagaki's Hanma Baki - Son of Ogre manga, will have a second season. The new season will focus on the new fighter Pickle, a warrior from a bygone, primitive age. Baki Hanma is the third Baki series on Netflix, and a sequel to the Baki: Dai Raitaisai-hen series. The anime debu...",positive
54,1,0,46,https://www.animenewsnetwork.com/news/,"2nd Sword Art Online Progressive Anime Film Opens This Fall :    Mar 24, 07:55 7 comments                 anime    1st film opened last October ― The official website for the Sword Art Online the Movie -Progressive- anime films unveiled a new visual and the fall release date on Wednesday for Sword Art Online the Movie -Progressive- Kuraki Yūyami no Scherzo (Scherzo of a Dark Dusk), the second film in the franchise. The site also confirmed the main staff and cast from the first film are returning for the second fi...",positive
55,1,0,46,https://www.animenewsnetwork.com/news/,"Crunchyroll Announces Release Schedule for Spring 2022 Anime Season :    Mar 24, 07:54 25 comments                 anime    Spy×Family, Kaguya-sama: Love Is War Ultra Romantic, The Rising of the Shield Hero Season 2, more ― Crunchyroll announced on Tuesday that it will stream the following anime as part of the spring 2022 season: Legend of the Galactic Heroes: Die Neue These Season 3 - already streaming Estab-Life: Great Escape - March 23 Science Fell in Love, So I Tried to Prove It. r=1-sinθ - April 1 Mahjong Soul Pon☆ (...",positive
56,2,0,46,https://www.animenewsnetwork.com/news/,"North American Anime, Manga Releases, March 20-26 :    Mar 24, 04:30 2 comments                 anime                manga                novels                games    Mars Red, Otoboku - Maidens Are Falling For Me! anime; Bungo Stray Dogs Wan!, GUNBURED x SISTERS manga ship ― Anime Releases Title Publisher Suggested Retail Price Date Double Disc Delights BDs 1-5Please Kitty Media US$39.99 each March 21 Doomed Megalopolis DVDCite Media Blasters US$19.99 March 22 Mars Red BDAnimeNewsNetwork Funimation US$64.98 March 22 Millennium Actress Limited Edition Steelbook BD...",negative
57,1,0,46,https://www.animenewsnetwork.com/news/,"'The Tunnel to Summer, the Exit of Goodbye' Anime Film Casts Oji Suzuka, Marie Iitoyo :    Mar 24, 03:37 1 comment                 anime    Suzuka, Iitoyo star in film opening this year ― The official Twitter account for Shogakukan's anime film adaptation of Mei Hachimoku and Kukka's The Tunnel to Summer, the Exit of Goodbye (Natsu e no Tunnel, Sayonara no Deguchi) young-adults novel announced on Thursday the main cast. Oji Suzuka will play Tono Kaoru (pictured left below), and Marie Iitoyo will play Anzu Hanaki (pictured right below). T...",positive
58,1,1,46,https://www.animenewsnetwork.com/news/,Manga : ,neutral
59,1,2,46,https://www.animenewsnetwork.com/news/,"Medamayaki's Uso to Kiss wa Hōkago ni Yuri Manga Ends :    Mar 26, 08:00                 manga    Manga about 2 childhood friends in relationship launched in March 2021 ― The April issue of Square Enix's Big Gangan magazine published the final chapter of Medamayaki's Uso to Kiss wa Hōkago ni (After School Love Affairs) manga on Friday. The manga's second and final compiled book volume will ship on May 25. Medamayaki launched the manga in Big Gangan in March 2021. Square Enix published the manga's...",positive
